firm_id,baseline_employees,total_grant_amount,grant_stage1_amount,grant_stage2_total_amount,grant_stage3_amount,post_grant_permanent_employees,post_grant_temporary_employees,total_employees_post_grant,city,state,region,num_paid_employees,monthly_revenue,annual_revenue_2014,last_month_income,family_applied_member,family_applied_spouse,family_applied_other,applied_third_round,selected_third_round,survival_chance_without_grant,m_i_7
90512,8.0,5000000.0,300000.0,2200000.0,1250000.0,15,20,1520.0,184.0,25.0,7.0,8.0,250000.0,1500000.0,180000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
90735,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,2.0,1.0,3.0,2.0,1279500.0,10325650.0,200000.0,0.0,1.0,0.0,2.0,2.0,50.0,2.0
90920,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,56.0,28.0,1.0,3.0,57000.0,500000.0,25000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
91001,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,41.0,21.0,5.0,9.0,600000.0,4000000.0,400000.0,0.0,1.0,0.0,2.0,2.0,50.0,2.0
91012,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,71.0,27.0,6.0,5.0,5000000.0,25000000.0,500000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
91055,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,2.0,1.0,3.0,2.0,180000.0,1500000.0,85000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
91276,5.0,3500000.0,350000.0,1400000.0,875000.0,4,1,41.0,34.0,10.0,2.0,4.0,110000.0,860000.0,74000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
91436,3.0,5000000.0,200000.0,2300000.0,1250000.0,4,10,410.0,19.0,15.0,6.0,3.0,750000.0,5000000.0,210000.0,0.0,0.0,0.0,2.0,2.0,90.0,1.0
91528,10.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,270000.0,2200000.0,53000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
91796,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,9.0,1.0,3.0,0.0,20000.0,30000.0,5000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
91959,10.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,4000.0,2200000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0,2.0
92200,3.0,0.0,0.0,0.0,0.0,0,0,0.0,9.0,1.0,3.0,3.0,170000.0,2800000.0,50000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
92219,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,20.0,2.0,4.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
92320,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,115.0,4.0,3.0,0.0,300000.0,3000000.0,120000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
92451,3.0,5400000.0,300000.0,2750000.0,1000000.0,4,4,44.0,Unknown,Unknown,Unknown,6.0,0.1,2200000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0,1.0
92456,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,9.0,1.0,3.0,2.0,250000.0,1500000.0,200000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
92500,3.0,4000000.0,200000.0,2300000.0,750000.0,5,4,54.0,63.0,7.0,6.0,5.0,120000.0,900000.0,50000.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0
92517,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
92733,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
92757,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
93376,32.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,1000200.0,2200000.0,33000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
93538,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,335.0,20.0,5.0,3.0,2000000.0,7000000.0,50000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
93932,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,7.0,14.0,3.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
93948,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,30.0,28.0,1.0,1.0,250000.0,2100000.0,55000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
93990,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,10500.0,2200000.0,20000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
94154,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,335.0,20.0,5.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
94330,3.0,6000000.0,600000.0,2400000.0,1500000.0,4,4,44.0,17.0,5.0,4.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,30.0,1.0
94427,3.0,0.0,0.0,0.0,0.0,18,16,1816.0,52.0,25.0,7.0,15.0,0.1,2000000.0,300000.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
94439,10.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,184.0,25.0,7.0,19.0,766000.0,2400000.0,400000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
94780,3.0,3100000.0,310000.0,1540000.0,475000.0,2,4,24.0,335.0,20.0,5.0,5.0,270000.0,820000.0,105000.0,0.0,0.0,0.0,2.0,2.0,80.0,1.0
94996,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,30.0,28.0,1.0,4.0,15000000.0,17000000.0,12000000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
95079,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
95161,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,325.0,26.0,6.0,1.0,170000.0,1000000.0,250000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
95198,5.0,6000000.0,0.0,3500000.0,1000000.0,10,5,105.0,19.0,15.0,6.0,10.0,1000000.0,5000000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
95258,24.0,3600000.0,360000.0,1440000.0,900000.0,7,8,78.0,31.0,16.0,4.0,15.0,1710000.0,1800000.0,315000.0,0.0,0.0,0.0,2.0,2.0,90.0,1.0
95294,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,31.0,16.0,4.0,3.0,1350000.0,255000000.0,500000.0,1.0,0.0,0.0,1.0,1.0,50.0,2.0
95435,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,196.0,4.0,3.0,1.0,700000.0,4000000.0,30000.0,1.0,0.0,0.0,2.0,2.0,50.0,2.0
95580,3.0,5700000.0,570000.0,2280000.0,1425000.0,7,5,75.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
95586,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,50.0,32.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,1.0,0.0,2.0,2.0,50.0,2.0
95710,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,17.0,5.0,4.0,2.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
95798,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,212.0,11.0,3.0,3.0,140000.0,2000000.0,25000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
95878,3.0,6000000.0,600000.0,2900000.0,1000000.0,12,15,1215.0,Unknown,Unknown,Unknown,6.0,700000.0,2200000.0,150000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
96083,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,177.0,29.0,1.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
96117,20.0,0.0,0.0,0.0,0.0,28,5,285.0,184.0,25.0,7.0,28.0,1200000.0,12000000.0,500000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
96145,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
96165,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,1.0,2.0,2.0,50.0,2.0
96202,3.0,0.0,0.0,0.0,0.0,4,30,430.0,184.0,25.0,7.0,6.0,400000.0,2000000.0,250000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
96256,3.0,4500000.0,450000.0,2050000.0,1000000.0,4,3,43.0,41.0,21.0,5.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
96504,5.0,1200000.0,120000.0,480000.0,300000.0,5,3,53.0,9.0,1.0,3.0,2.0,1200000.0,3600000.0,250000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
96507,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
96521,3.0,4800000.0,480000.0,1920000.0,1200000.0,4,2,42.0,304.0,36.0,4.0,4.0,450000.0,1500000.0,170000.0,0.0,0.0,0.0,2.0,2.0,20.0,1.0
96527,3.0,8200000.0,400000.0,3800000.0,2000000.0,2,0,20.0,8.0,19.0,5.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,30.0,1.0
96587,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,3.0,31.0,1.0,0.0,40000.0,300000.0,35000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
96661,3.0,4800000.0,300000.0,2500000.0,1000000.0,12,22,1222.0,20.0,2.0,4.0,12.0,752000.0,10500000.0,100000.0,0.0,0.0,0.0,2.0,2.0,28.0,1.0
96880,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,183.0,25.0,7.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
97407,3.0,2100000.0,200000.0,1300000.0,300000.0,7,15,715.0,50.0,32.0,6.0,7.0,800000.0,6300000.0,150000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
97687,3.0,6000000.0,600000.0,2400000.0,1500000.0,8,7,87.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
97699,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,304.0,36.0,4.0,6.0,250000.0,1200000.0,100000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
97746,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,212.0,11.0,3.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
97773,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
97832,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,9.0,1.0,3.0,6.0,100000.0,150000.0,50000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
98188,3.0,1400000.0,140000.0,560000.0,350000.0,5,9,59.0,22.0,18.0,4.0,4.0,260000.0,3000000.0,160000.0,0.0,0.0,0.0,2.0,2.0,60.0,1.0
98450,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,6.0,17.0,3.0,4.0,110000.0,1300000.0,55000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
98596,3.0,5600000.0,260000.0,2940000.0,1000000.0,7,1,71.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
98718,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
98775,3.0,5400000.0,200000.0,2850000.0,1000000.0,10,10,1010.0,Unknown,Unknown,Unknown,6.0,17000000.0,2200000.0,800000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
98970,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,9.0,1.0,3.0,2.0,80000.0,800000.0,15000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
99207,5.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,12.0,24.0,6.0,20.0,5000000.0,60000000.0,3000000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
99215,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,9.0,1.0,3.0,0.0,200000.0,2000000.0,50000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
99556,10.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,152.0,25.0,7.0,16.0,420000.0,1000000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
99558,2.0,3100000.0,300000.0,1500000.0,600000.0,4,2,42.0,12.0,24.0,6.0,2.0,350000.0,1600000.0,25000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
99678,3.0,10000000.0,1000000.0,5000000.0,2000000.0,10,15,1015.0,8.0,19.0,5.0,12.0,180000.0,300000.0,30000.0,0.0,0.0,0.0,2.0,2.0,100.0,2.0
99902,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,335.0,20.0,5.0,2.0,550000.0,4500000.0,137000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
100400,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
100445,3.0,0.0,0.0,0.0,0.0,15,0,150.0,17.0,5.0,4.0,8.0,650000.0,1700000.0,40000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
100603,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
100753,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,212.0,11.0,3.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
100851,4.0,5500000.0,550000.0,2200000.0,1375000.0,5,3,53.0,Unknown,Unknown,Unknown,6.0,998.0,2200000.0,150000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
100926,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,7.0,14.0,3.0,3.0,50000.0,6000000.0,450000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
101148,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
101184,3.0,3200000.0,320000.0,1580000.0,500000.0,5,1,51.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
101210,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,10.0,3.0,2.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,1.0,1.0,2.0,50.0,2.0
101386,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,7.0,14.0,3.0,8.0,250000.0,2500000.0,10000.0,1.0,0.0,0.0,1.0,2.0,50.0,2.0
101556,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,50.0,32.0,6.0,6.0,300000.0,2200000.0,100000.0,1.0,0.0,0.0,2.0,2.0,50.0,2.0
101792,5.0,2000000.0,0.0,0.0,1000000.0,19,13,1913.0,19.0,15.0,6.0,16.0,5000000.0,30000000.0,1000000.0,0.0,0.0,0.0,2.0,2.0,65.0,1.0
101854,49.0,6000000.0,600000.0,2400000.0,1500000.0,47,22,4722.0,6.0,17.0,3.0,126.0,9600000.0,76000000.0,3200000.0,0.0,0.0,0.0,2.0,2.0,90.0,1.0
102200,3.0,6000000.0,600000.0,2400000.0,1500000.0,9,8,98.0,63.0,7.0,6.0,9.0,900000.0,8000000.0,300000.0,0.0,0.0,0.0,2.0,2.0,30.0,1.0
102478,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,8.0,19.0,5.0,0.0,276000.0,600000.0,110000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
102487,3.0,3500000.0,350000.0,1400000.0,875000.0,6,3,63.0,50.0,32.0,6.0,10.0,271000.0,1650000.0,250000.0,0.0,0.0,0.0,2.0,2.0,60.0,1.0
102616,3.0,0.0,0.0,0.0,0.0,2,0,20.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
102672,3.0,0.0,0.0,0.0,0.0,15,45,1545.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
103567,3.0,9800000.0,980000.0,5420000.0,950000.0,19,21,1921.0,8.0,19.0,5.0,7.0,50000.0,600000.0,20000.0,0.0,0.0,0.0,2.0,2.0,75.0,2.0
103704,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,193.0,31.0,1.0,6.0,250000.0,2500000.0,180000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
103794,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,0.1,2200000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0,2.0
103868,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,314.0,10.0,2.0,10.0,500000.0,12056000.0,350000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
104085,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,950000.0,2200000.0,1000000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
104171,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,7.0,14.0,3.0,6.0,300000.0,2200000.0,100000.0,0.0,1.0,0.0,1.0,2.0,50.0,2.0
104489,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,0.1,2200000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0,1.0
104989,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,8.0,19.0,5.0,0.0,100000.0,1000000.0,50000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
105317,9.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,329.0,7.0,6.0,6.0,300000.0,2200000.0,100000.0,1.0,0.0,0.0,2.0,2.0,50.0,2.0
105329,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,715000.0,2200000.0,70000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
106076,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,17.0,5.0,4.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
106089,12.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
106147,5.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
106630,8.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
